Student,Assignment1,Assignment2,Assignment3,Assignment4,Assignment5,Assignment6,Assignment7,Assignment8,Assignment9,Lab1,Lab2,Lab3,Lab4,Lab5,Lab6
#1834,18.45,27.62,21.5,18.28,0,15.18,15.77,14.93,14.52,9.8,7.85,0,8.13,9,10
#1835,19.37,28.46,21.27,18.38,17.89,18.03,16.485,9.29,14.8,8.8,0,8.95,5.75,0,7.6
#1836,19.87,29.44,23.67,18.295,0,12.67,14.375,5.93333333333333,12.88,8.4,8.083333333,6.4,7,5,7.5
#1837,19.71,29.12,23,19.595,19.42,18.42,15.69,16.1133333333333,17.09,9,9.8,8.45,7.8,7.666666667,9.8
#1838,19.21,29.08,24,19.945,19.44,19.67,19.04,19.0833333333333,16.29,10,10,8.8,5.266666667,8,8.466666667
#1839,19.18,28.85,21.17,18.365,19.81,19.55,15.715,12.8366666666667,16.31,8.8,7.975,8.533333333,4.6,8,7.666666667
#1840,18.75,28.13,17.5,19.5,18.54,15.25,8.78,11.5433333333333,15.01,8,9.5,9.6,8.966666667,9,9
#1841,19.12,29.62,24.75,19.78,19.5,17.71,17.835,18.2766666666667,17.9,9,8.033333333,9.4,7.75,9,7.066666667
#1842,18.79,29.78,24.92,20,19.5,19.25,17.815,16.99,18.47,10,10,9.2,8.6,9.5,9.6
#1843,0,0,24.92,19.835,0,0,5.795,0,0,8,10,0,0,0,0
#1844,18.9,29.68,23.17,10,17.26,17.14,15.235,15.99,12.01,9.133333333,8.3,7.9,6,8,8.4
#1845,18.76,29.46,24.83,19.945,17.42,16.72,16.045,9.71,13.25,9,10,7.966666667,7.533333333,7,9.6
#1846,0,0,22,17.445,0,0,12.73,18.97,17.93,7.55,8,6.666666667,9,8,8
#1847,19.24,29.94,24.92,20,20,19.28,18.67,18.0566666666667,17.41,10,9,9.266666667,8.6,0,9.6
#1848,18.93,28.93,19.83,19.875,17.21,17.53,14.625,12.2966666666667,13.41,9,8.2,8.133333333,8.6,7,6.4
#1849,19.69,29.84,24.75,20,19.75,19.33,19.085,19.25,18.77,9,9.2,10,7.6,7,10
#1850,19.87,27.93,21.83,19.905,19.83,16.84,17.485,18.53,18.02,10,9.55,9.8,7.6,7,8.6
#1851,17.96,28.09,23.5,18.29,8.92,16.44,14.42,6.57666666666667,14,9.8,9.1,7.266666667,9,8,9.6
#1852,0,0,0,0,0,0,.25,0,0,0,0,0,0,0,0
#1853,19.36,29.69,25,20,17.58,19.58,12.46,11.2533333333333,16.4,10,9.657142857,8.4,7,9,9.8
#1854,0,0,21.42,9.765,0,17.02,18.22,5.02666666666667,13.26,9,7.8,7.7,4.7,5,6.933333333
#1855,20,29.18,25,20,19.77,19.56,19.13,19.25,18.83,9,9,9.066666667,8.8,9,10
#1856,19.42,29.43,24.75,19.28,18.87,18.13,14.95,18.1966666666667,16.73,9.666666667,9.8,9.6,7.4,9,9.8
#1857,19.54,29.88,24.83,17.415,19.31,18.84,18.47,14.9733333333333,15.53,9,9.3,9.166666667,8.2,6,6.4
#1858,18.86,29.89,24.5,18.945,18.81,19.17,17.56,17.8633333333333,17.33,8,9.333333333,9.6,9.8,9,5.1
#1859,19.53,29.68,24.92,20,19.83,19.56,19.21,19.3333333333333,18.67,8.4,10,8.5,8,9,10
#1860,19.56,29.73,24.92,20,19.33,19.84,18.99,18.5,18.15,9.6,8.8,9.6,8,9,10
#1861,19.82,29.58,24.58,19.5,19.75,18.67,17.29,16.3333333333333,16.68,9.5,8.8,9.266666667,9.6,9,8.6
#1862,19.75,29.88,24.83,20,19.6,19.73,18.615,19.25,18.61,10,10,9.8,8.8,10,8.333333333
#1863,19.36,29.65,24.43,20,19.42,18.94,19.05,19.01,18.38,10,8.6,9,6.6,8,9.6
#1864,18.09,28.74,20.42,17.42,14.28,13.42,9.825,15.06,15.88,9.6,8.8,7.3,6,0,7.15
#1865,19.71,29.43,24.92,20,19.44,19.31,19.045,18.8066666666667,18.54,9.8,9.8,9.666666667,9.6,10,9.8
#1866,18.99,29.92,23.92,19.765,19.94,18.98,19.02,18.3333333333333,16.22,9,9.657142857,8.5,9.3,8,7.4
#1867,19.43,29.57,24.5,20,19.85,17.31,18.345,17.89,17.85,0,8.8,8.533333333,9.8,7,8.8
#1868,19.26,29.4,24.67,19.945,19.71,19.58,19.145,19.11,18.17,10,9.5,10,8.75,10,9.4
#1869,19.71,29.68,24.92,19.945,18.77,18.45,15.72,17.39,15.48,10,9.714285714,9.2,6.8,9,10
#1870,19.43,29.68,24.83,19.085,19.56,19.22,17.045,18.3566666666667,14.67,8,9.333333333,8.733333333,6.666666667,10,9.8
#1871,19.15,29.67,24.83,20,20,19.37,18.975,19.14,17.16,10,9,9.6,7,7,7.8
#1872,18.72,27.54,18.75,18.22,17.84,15.77,15.615,11.2966666666667,16.67,9,8.55,7.933333333,9,7,8.916666667
#1873,19.46,29.68,25,19.835,19.37,19.5,18.595,19.1666666666667,18.67,9.666666667,9.4,9.4,9,8.5,9
#1874,19.08,28.21,22.75,17.86,19.23,16.93,17.725,17.1866666666667,17.46,10,9.4,8.166666667,9.133333333,5.5,9.4
#1875,18.99,29.84,23.5,19.865,19.42,19.33,18.4,15.13,18.15,9,9.6,9.8,7.3,7,8.8
#1876,19.32,28.88,24.92,18.405,0,0,.96,6,14.21,8.333333333,7.95,0,0,6,6.4
#1877,19.5,29.74,25,19.82,19.77,19.45,18.89,18.2233333333333,17.81,8,9.875,9.6,9.5,8,8.5
#1878,0,0,0,0,0,0,.125,4.66666666666667,0,8,6,0,4.6,7,0
#1879,19.11,29.94,25,20,19.5,19.45,19.08,19.03,18.41,9,9.75,9.666666667,7.8,8.333333333,7.733333333
#1880,19.33,29.26,24.33,19.945,19.77,19.5,19.105,19.1966666666667,18.02,10,9.333333333,9.6,9.6,8,10
#1881,19.71,29.89,25,20,20,19.53,18.92,17.39,17.97,10,8.5,9.4,8.55,0,9
#1882,18.38,29.73,24.5,19.665,19.69,15.85,18.345,18.2766666666667,17.51,10,8,9.5,7.4,4.333333333,10
#1883,19.37,28.29,21.58,17.64,18.27,17.12,15.58,14.5433333333333,14.21,8.6,9.666666667,9.466666667,6,5,6.533333333
#1884,18.11,27.3,24,19.945,19.67,18.95,16.875,18.8366666666667,14.5,10,10,7.4,5.833333333,7,9.466666667
#1885,19.49,28.01,24.33,17.98,17.01,0,11.41,14.1266666666667,13.63,8,9.8,8.5,7.9,9,8.6
#1886,19.46,22.34,23.92,18.89,18.72,18.67,8.89,12.1466666666667,18.61,9,9.8,10,8.2,8,9.6
#1887,19.33,29.36,23.75,20,19.62,18.58,14.46,6.61666666666667,14.91,7,9.466666667,7.166666667,6.5,7,9.466666667
#1888,18.35,29.55,24.92,19.945,19.48,19.17,19.03,19.11,18.3,9,9,8.8,7.6,9,8.55
#1889,18.33,28.82,21.33,19.055,16.87,17.73,13.16,9.91333333333333,14.13,6.8,7.6,7.2,3.733333333,7,6.6
#1890,19.37,29.48,24.92,19.875,19.46,18.98,18.94,19.3333333333333,17.04,10,9.8,9.216666667,10,9,7.6
#1891,19.64,29.54,24.66,19.945,19.67,17.23,18.02,19.22,18.63,9,9,8.8,7.266666667,6,7.466666667
#1892,18.07,21.73,23.25,16.39,6.14,17.16,17.595,17.0466666666667,18.07,9,8.1,8.766666667,8.5,6,8.55
#1893,19.21,28.45,24.83,11.5,0,17.6,19.04,18.7,18.73,9.5,8,9.166666667,8.666666667,6.666666667,9.3
#1894,18.07,27.96,21,19.73,17.04,14.94,15.655,13.3233333333333,16.9,10,8.833333333,7.933333333,7.666666667,10,8.6
#1895,19.28,29.01,22,19,18.69,18.92,16.84,15.1533333333333,15.19,10,8.666666667,9.466666667,10,8,9.8
#1896,19.09,27.86,24.71,19.89,19.87,19.6,18.425,18.4166666666667,18.48,7.666666667,9.2,9.2,8.8,10,8
#1897,19.42,29.37,24.75,19.775,19.33,18.95,18.935,17.6266666666667,17.89,8.8,8.666666667,9.066666667,7.8,9,10
#1898,18.96,29.73,23,19.945,19.44,20,16.925,13.3166666666667,18.14,9,9.5,9.066666667,8,8,9.133333333
#1899,18.88,29.68,25,20,19.58,19.67,16.705,14.1,17.12,9,10,9.266666667,9,7,8.8
#1900,19.76,29.89,24.92,19.945,19.54,18.62,18.84,18.8333333333333,17.43,10,9.8,10,9.1,7,7.8
#1901,18.93,29.9,25,19.89,19.37,19.52,19.065,19.1966666666667,18.43,9,10,9.6,9.6,7,9
#1902,19.54,29.06,24.67,20,17.2,18.28,19.105,19.11,17.75,7,8.514285714,9,7.05,5.5,8
#1903,19.25,29.94,24.92,20,19.5,19.83,17.95,18.8066666666667,17.8,10,9.133333333,10,9.6,7,9.8
#1904,19.33,27.1,12.67,18.49,18.25,18.01,14.71,8.67,16.35,8,9.6,8.966666667,8.8,0,4.8
#1905,18.63,28.14,24.83,19.945,18.89,17.46,18.46,18.82,18.11,10,9.8,8.8,9.333333333,8,9
#1906,19.46,29.42,24.92,20,19.63,19.14,18.835,18.75,18.48,10,10,8.3,8.8,9,9.666666667
#1907,19.65,29.55,23.92,19.945,19.33,19.14,18.515,19,18.2,9,9.6,8.466666667,8.4,9,9
#1908,19.61,29.82,24.83,19.5,19.42,18.15,15.745,11.2766666666667,4.75,8,8.8,7.4,9,6.5,7.5
#1909,19.37,29.4,21.83,19.945,19.67,19.28,18.4,15.1966666666667,17.44,9,10,9.6,9.75,5,9.8
#1910,19.69,29.33,24.75,19.835,19.62,18.81,18.365,17.9166666666667,16.54,9.6,9.4,9,9,7,8.333333333
#1911,19.12,29.59,24.42,19.925,19.12,19.06,18.495,18.2866666666667,14.37,9,9.8,7.866666667,7,6,8
#1912,19.49,28.66,24.75,19.875,18.67,18.45,18.16,12.0733333333333,17.55,9.5,9.133333333,8.966666667,10,9,9.15
#1913,19.87,28.99,24.92,20,19.58,17.57,19.23,17.4433333333333,18.78,10,9.75,9.266666667,10,7,9.8
#1914,19.04,29.64,24.83,20,19.42,19.5,18.41,19.3333333333333,17.5,9,9,9.6,4.1,6,9.4
#1915,19.58,29.79,25,20,20,19.47,19.135,19.3066666666667,17.29,8,10,9.4,7.9,6,9.8
#1916,19.37,29.98,24.92,20,19.85,19.83,19.2,19.14,18.95,10,10,10,10,10,10
#1917,19.58,29.52,24.83,20,19.92,17.75,18.8,19.3333333333333,18.33,9.8,9.657142857,9.8,9,10,9.6
#1918,19.37,29.5,24.92,19.335,19.17,18.68,17.87,18.5833333333333,16.66,10,9,8.133333333,9.6,9,9.8
#1919,19.43,29.63,25,20,20,18.23,18.595,19.1933333333333,18.37,10,8.7,8.666666667,5.5,8,9
#1920,18.69,29.96,24.75,19.125,18.71,19.7,16.525,18.3333333333333,15.48,10,9.75,8,2.266666667,6,8.2
#1921,19.62,29.09,25,19.665,19.83,19.7,18.095,18.1233333333333,18.74,10,8.675,9.6,8,8,8.933333333
#1922,19.46,29.68,25,19.835,19.19,18.67,18.435,17.9166666666667,15.96,9,9.8,8.433333333,9,5,9.6
#1923,18.83,28.7,23.33,19.54,17.94,17.74,17.27,16.89,16.95,8.333333333,9.4,8.7,7.8,9,8.016666667
#1924,19.62,29.33,24.92,20,19.91,19.31,18.485,18.7233333333333,17.99,10,10,9.2,7.8,10,9.8
#1925,19.62,28.89,24.08,13.255,16.82,16.77,12.03,11.99,16.83,9.8,7.9,7.616666667,5.15,8,5.6
#1926,19.17,29.67,24.75,19.945,19.67,20,19.25,19.25,18.48,10,9.8,9.6,10,9,9
#1927,17.88,29.41,24.75,19.835,19.75,19.08,16.66,15.36,16.51,9,10,9.75,8.8,0,9
#1928,19.54,29.36,24.83,19.945,18.44,19.01,18.54,18.28,17.24,9,9.8,9.2,7.183333333,8,6.4
#1929,19.36,29.61,23.63,19.75,19.58,19.17,18.955,17.86,17.21,9.5,8.8,9.6,8,9,9
#1930,18.82,28.52,17.14,19.835,19.6,18.79,17.3,16.62,17.2,10,9.8,9.4,6.933333333,9,9
#1931,19.36,29.29,25,19.95,19.35,19.17,18.025,14.75,13.73,9.666666667,10,9.6,8.3,5,6.8
#1932,19.54,15.08,24,11.28,4,8.9,7.98,.666666666666667,0,9,0,7.233333333,9.333333333,0,8.066666667
#1933,18.83,29.45,24.92,19.5,19.58,18.78,18.91,18.7233333333333,17.34,9,9.266666667,8.766666667,9,10,9.6
#1934,19.42,29.39,24.58,19.945,19.85,19.62,18.42,16.8133333333333,17.67,10,9.8,9.266666667,8,7,10
#1935,19.71,24.22,24,19.155,11.9,19.08,16.03,16.2766666666667,14.77,9,9.314285714,8.6,9,7,1.6
#1936,18.96,28.86,21.54,13.22,0,0,3.225,2.25333333333333,11.2,7.2,4.5,8.6,4.1,3,0
#1937,19.71,29.26,22.83,10,20,18.89,11.15,10.9166666666667,0,9,7.333333333,9.466666667,9,7,0
#1938,19.53,29.75,24.92,18,19.44,19,14.855,18.7766666666667,16.8,9,8.8,9.8,8.8,8,8.333333333
#1939,18.96,29.06,22.92,12.915,17.83,18.14,15.095,17.14,18.31,8,8.55,5,7.4,10,9.8
#1940,18.36,29.28,20.99,19.04,18.54,16.76,18.175,17.6266666666667,15.96,9,8.657142857,8,10,10,9.8
#1941,20,29.84,25,20,19.5,20,19.125,18.61,18.24,10,9.8,9.8,7.333333333,9,10
#1942,19.54,29.47,24.67,20,19.83,19.67,19.1,19.25,18.02,9,10,9.75,8.466666667,9,10
#1943,19.87,29.94,25,20,19.6,19.83,18.68,18.39,16.99,10,9.6,10,9,8,9
#1944,19.87,29.89,24.92,20,19.39,20,19.16,19.3333333333333,16.94,9.666666667,10,7.95,10,10,9.666666667
#1945,19.54,29.21,22.67,19.5,19.08,20,17.065,16.3033333333333,16.58,9.8,9.2,9.2,7.5,8,6.6
#1946,18.21,29.39,25,20,19.49,17.82,11.595,11.16,15.25,10,9.8,10,7,0,8.4
#1947,19.54,28.96,21.83,20,19.54,18.83,18.885,18.7233333333333,15.18,9,10,8.4,10,6,8
#1948,19.79,29.63,24.92,19.945,19.87,19.45,19.155,18.5833333333333,17.47,9,10,9.2,9,10,10
#1949,18.88,29.72,23.25,19.655,19.37,19.42,18.58,18.12,18.27,9.6,8,0,0,9,9.5
#1950,19.67,27.82,24.25,19.14,18.3,18.08,18.595,18.4433333333333,17.65,9,10,9.4,7,7.333333333,8.8
#1951,18.44,28.14,24.5,19.17,19.46,17.85,18.375,17.9733333333333,16.97,9.4,9.6,9.4,8.3,7,9
#1952,19.79,28.99,25,20,20,19.5,17.305,12.83,18.31,10,9.514285714,9.8,7.8,7,9
#1953,19.49,29.94,24.42,20,19.71,18.73,18.37,17.1966666666667,15.7,8.6,9,9.133333333,9,7,6.75
#1954,19.29,29.37,24.92,20,19.44,19.57,19.155,19,18.57,10,9.666666667,9.6,8.6,8,10
#1955,19.34,29.96,22.67,19.945,18.44,18.5,18.6,18.8066666666667,17.42,9,9.857142857,9.8,8.8,9,10
#1956,17.78,22.62,20.04,18.875,0,16.26,15.515,9.76333333333333,15.88,9.8,8.657142857,0,7.5,7,8.666666667
#1957,19.56,28.18,25,19.51,16.5,19.52,17.645,12.2966666666667,14.17,8,10,9.8,9.8,0,9.333333333
#1958,18.08,26.81,19,17.08,0,6.08,9.015,.366666666666667,0,9,9.6,8.533333333,8.4,10,8.8
#1959,18.99,29.48,24.33,20,19.41,18.63,15.46,11.29,15.88,9,8.5,8.6,7.75,2,7.8
#1960,19.42,27.09,21.75,18.89,18.1,15.55,15.51,11.9666666666667,16.25,9,7.75,8.5,6.2,4,7.733333333
#1961,18.25,29.41,21.83,19.835,17.96,15.4,11.24,7.33333333333333,15.79,7,9.066666667,8.566666667,9.4,9,10
#1962,19.4,29.62,24.83,20,19.79,18.17,15.57,14.4166666666667,14.77,9,0,7.266666667,6.75,6,7.6
#1963,19.53,29.37,23,20,19.42,18.5,19.05,17.36,16.88,7.333333333,8.1,9.2,8.8,5,9.6
#1964,18.4,29.56,24.92,19.945,19.83,19.6,18.385,18.0533333333333,15.93,9,10,10,7.5,8,9.8
#1965,19.86,28.47,24.4,19.335,18.94,19.25,9.48,1.27,17.41,9,9.75,8.2,6.066666667,10,9.8
#1966,19.67,29.58,23.75,19.835,19.67,19.89,19.085,18.8066666666667,17.57,8.8,9.857142857,9.666666667,9,10,9
#1967,17.08,25.85,21.92,18.23,16.88,17.23,16.665,16.15,15.79,8.8,7.480952381,7.066666667,9.3,9,7.6
#1968,17.03,27.22,20.66,19.945,16.67,17.13,16.025,11.3333333333333,14.76,9,7.833333333,9.2,5.6,0,7.8
#1969,18.96,28.19,24.83,11.58,19.34,18.88,18.43,18.66,17.85,8.6,8.4,8.1,9.8,7,8.133333333
#1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1971,19.08,28.58,22,19.875,18.31,15.62,17.435,5.19666666666667,0,8,10,8.8,8,10,0
#1972,19.54,30,24.79,19.89,19.83,19.67,18.51,19.0833333333333,18.88,9.666666667,9.1,8.466666667,6.95,8,10
#1973,19.42,23.93,20.42,19.21,0,17.96,18.19,14.9333333333333,18.23,9,9.5,9.083333333,9,8,9
#1974,19.5,29.58,25,16,17.99,19.5,14.15,16.1333333333333,15.64,10,8.5,8.1,8,1,8.8
#1975,19.49,29.75,25,20,17.9,17.33,16.48,17.2966666666667,18.83,10,9.8,9.4,8.6,8,9
#1976,19.11,29.09,24.58,9.83,0,7.1,9.8,5.89,18.5,9.8,0,3.6,0,7.333333333,8.6
#1977,19.21,29.34,24.75,19.945,19.75,19.83,18.97,18.5566666666667,17.87,8.8,8.75,9,8.75,7,9
#1978,18.79,26.14,21.83,13.75,18.46,18.78,15.72,18.0866666666667,17.6,9,7.4,0,7.066666667,9,10
#1979,19.02,17.62,19.42,18.945,19.37,19.1,16.38,11.8733333333333,17.01,8,9.8,8.666666667,8.8,6,9.8
#1980,19.67,29.73,24.83,20,19.08,19.64,18.105,18.1966666666667,17.73,6.8,8.4,8.966666667,8.8,8,7.266666667
#1981,19.54,29.71,24.92,20,19.08,19.83,18.98,19.1666666666667,18.67,9,10,9.8,8.333333333,6,9.6
#1982,19.37,29.64,24.92,20,19.83,19.89,19.25,19.3333333333333,17.81,10,9,9.4,9.8,8,6.533333333
#1983,18.5,28.89,24.67,19.545,19.17,15.87,17.335,16.22,15.38,10,5,10,8.6,9,9
#1984,19.87,30,24.67,20,19.83,19.02,18.71,18.9733333333333,18.3,10,10,9.6,10,9,9.6
#1985,18.96,28.83,24.5,19.945,18.59,16.92,18.06,18.9433333333333,17.56,8,9,10,9.1,7,9.8
#1986,19.04,29.34,24.92,19.615,14.46,8.61,14.645,7.59333333333333,11.18,10,6.8,8.5,7.8,7,8.2
#1987,19.24,28.92,23,19.765,18.15,16.14,17.98,17.6,13.59,9.8,9,7.2,8.8,9,10
#1988,18.64,29.01,22.17,18.82,18.35,18.8,17.035,16.1266666666667,15.44,10,10,9.3,6.3,8,9
#1989,19.57,28.86,25,19.89,19.75,19.29,19,18.5,19,9,10,9.8,8.2,8,10
#1990,19.12,29.9,25,19.725,19.94,19,18.125,18.4133333333333,18.07,9,10,10,8.266666667,8,8
#1991,19.4,28.57,20.58,16.39,17.61,15.61,15.745,14.4866666666667,14.88,9.066666667,7,6.5,6.85,8,7.6
#1992,19.46,29.83,24.92,19.78,19.6,19.83,18.785,19.0333333333333,17.82,10,9.6,8.4,8.35,6,9
#1993,19.25,28.39,18.45,8.67,7.36,15.81,13.86,10.9966666666667,14.76,4,6.733333333,7.6,6.4,9,7.8
#1994,19.42,29.89,24.92,19.875,19.48,19.7,18.585,19,18.54,9,10,9.3,7.1,7,10
#1995,19.58,28.93,22,14.53,15.38,19.89,12.325,7.64,10.3,9.666666667,7.933333333,8.366666667,10,5,7.4
#1996,19.87,29.54,25,20,19.75,18.5,16.09,18.22,14.43,10,9.275,9.8,7.2,8,10
#1997,19.79,29.68,24.92,20,20,18.92,17.875,17.8333333333333,17.35,6.8,8.15,8.466666667,9.8,3,7.666666667
#1998,19.49,29.79,24.42,19.72,19.87,18.89,18.93,12.6666666666667,17.45,8.8,8.6,10,8.3,7,8.8
#1999,18.19,27.85,24.54,19.75,19.44,18.95,18.02,15.7433333333333,15.9,7.6,9,9.133333333,8.6,6,9.15
#2000,18.99,28.4,24.08,19.455,19.5,19.35,18.72,18.4433333333333,18.28,9,8.8,7.533333333,7.6,6.333333333,7.8
#2001,19.87,29.94,24.83,20,19.83,19.39,18.255,19.25,17.67,10,10,10,6.8,7,9.8
#2002,19.57,29.96,24.75,19.72,19.28,19.41,18.99,19.17,18.28,10,9.8,8.2,8.016666667,9,10
#2003,19.14,27.72,20,17.92,17.29,14.37,13.42,8.49,15.64,9,6.657142857,7.333333333,7.6,5,6.6
#2004,19.37,29.27,24.58,19.665,19.04,18.75,19.07,18.1566666666667,17.26,9,9.8,9.8,8,9.666666667,10
#2005,19.42,29.98,24.92,19.94,19.33,18.12,18.94,19,18.27,10,9.4,9.666666667,9.6,7,7.8
#2006,19.65,29.65,24.5,19.835,19.33,19.25,17.78,18.4166666666667,17.89,10,9,9.6,8.4,8,9.8
#2007,19.87,30,25,20,19.83,19.83,18.915,19.3333333333333,18.59,10,9.8,9.8,9,8,9.8
#2008,19.14,29.39,20,19.875,6.87,15.83,14.91,13.0733333333333,14.55,6.5,9.3,8.1,9.666666667,9,9.6
#2009,19.21,29.41,25,19.54,18.81,18.34,16.03,17.64,17.34,8.8,9.1,9.266666667,6.666666667,6.4,8.133333333
#2010,19.92,29.91,25,20,19.25,19.5,18.65,19.2766666666667,18.11,9,9.55,7.066666667,0,7,9.666666667
#2011,18.42,29.66,23.83,18.945,18.75,19.32,18.73,16.1633333333333,16.8,8,9,7.7,8.966666667,4,6
#2012,19.87,29.56,25,10,17.71,18,7.465,13.8633333333333,18.06,9.666666667,7.1,8.4,6.6,8,6.85
#2013,19.07,29.84,24.83,19.89,19.91,19.33,19.035,18.56,17.83,10,10,9.8,9.5,10,0
#2014,18.76,29.18,24.83,18.84,19.87,19.56,17.99,3.71,15.48,10,8.4,9.75,6.8,6,8.35
#2015,19.75,29.33,25,19.375,19.77,17.81,14.97,16.2766666666667,16.34,8.8,10,8.666666667,9.6,7,8.6
#2016,19.29,25.43,18.95,13.68,15.58,19.17,14,14.8366666666667,16.48,8,9.3,8.8,7.8,6,9.55
#2017,19.21,27.26,25,19.665,19.81,19.89,17.77,15.6833333333333,16.7,6.8,9.125,6.266666667,7,6,9.8
#2018,19,29.61,24.92,19.695,19.6,17.52,17.825,18.4166666666667,17.4,8,9.6,9.4,9,4.5,9.8
#2019,19.43,29.71,15.33,20,19.42,19.08,18.375,12.5833333333333,17.09,9.8,9.6,9.3,6.8,7,7.8
#2020,19.04,29.98,24.75,19.945,19.83,19.78,19.105,19.3066666666667,18.36,10,9.066666667,9.8,8.8,8,9.8
#2021,19.49,29.72,25,19.945,19.5,19.3,18.225,12.4533333333333,17.72,10,9.4,0,7.966666667,8,9.666666667
#2022,17.72,29.64,23.5,15.875,18.91,18.62,18.68,5.63666666666667,18.42,10,6.833333333,8.833333333,9.75,9,8
#2023,18.33,28.47,21.96,13.5,0,13.11,15.765,9.19333333333333,14.38,9,9.6,6.6,9.2,9,9.6
#2024,19.49,21.88,21.75,19.83,19.75,17.44,3.5,7.22333333333333,15.75,9.8,9,9.35,6.6,10,10
#2025,19.51,26.51,19,18.275,18.01,17.96,14.145,8.42666666666667,16.53,7,7.7,5.6,3.666666667,4,6
#2026,19.35,29.58,24.71,19.945,19.85,18.9,18.64,19.11,16.45,6.6,8.466666667,8.8,9.466666667,8,8.6
#2027,19.28,29.83,25,19.945,19.94,18.46,18.92,19.2766666666667,18.07,10,10,8.8,8,7.333333333,10
#2028,19.24,23.82,24.33,19.945,19.83,19.37,19.2,13.9733333333333,18.53,10,9.466666667,9.066666667,8,7,9
#2029,19.64,29.87,24.83,20,19.21,19.07,18.21,12.61,17.6,9,10,9.066666667,7.333333333,9,9.466666667
#2030,19.61,29.13,24.83,19.945,18.6,17.96,12.69,14.9033333333333,17.44,9,9.857142857,9.6,4.8,9,8.8
#2031,18,29.62,25,19.945,19.87,17.83,18.45,18.5733333333333,18.7,9,10,8.9,6.4,9,9.4
#2032,18.38,29.62,24.92,17.66,16.48,13.1,16.54,18.52,16.77,10,7.35,8.666666667,7.266666667,9,8.8
#2033,18.79,29.65,0,5.755,19.48,18.67,18.12,17.5566666666667,18.16,10,9.8,9.266666667,9.8,6,9
#2034,19.51,29.45,23.83,19.82,19.75,18.78,19.01,18.89,17.71,8,9.8,9.3,9.8,9,9
#2035,18.17,29.96,24.92,20,19.5,18.83,16.935,18.3333333333333,17.72,8,9.8,7.466666667,7,5,8.8
#2036,19.43,27.74,23.92,19.5,17.62,17.8,15.05,16.1633333333333,15.58,8,10,8.9,10,1,8
#2037,19.04,29.86,24,19.03,19.33,18.62,18.925,16.6733333333333,18.21,8,8.2,7.6,9.6,9,9
#2038,18.63,29.55,23.66,19.82,18.13,18.92,18.805,17.24,17.28,8.8,9.8,8.566666667,7.8,8,9.8
#2039,19.46,9.88,24.75,19.975,18.81,18.39,12.995,5,16.29,9,9,8.4,8.8,0,8.8
#2040,19.54,29.82,24,20,19.54,19.4,18.045,19.2766666666667,17.53,6.8,8.8,8.8,7,7,8.2
#2041,19.42,28.55,12.98,20,17.63,15.69,10.92,5.53666666666667,11.69,9.8,8.8,7.8,6.5,7.5,7.5
#2042,19.25,29.89,24.92,20,20,19.68,18.535,17.8133333333333,17.79,10,8.75,9.8,9.5,9,8.6
#2043,19.46,29.68,24.75,19.835,19.83,20,19.03,19.3333333333333,18.57,10,10,10,10,9,10
#2044,19.67,29.54,24.83,19.665,19.37,18.83,17.425,13.8,17.85,9,10,8.966666667,9,9,8.8
#2045,19.11,29.63,24.92,19.975,19.94,17.23,18.23,12.8033333333333,15.49,7,7.6,7.733333333,9,8,9.8
#2046,19.82,29.89,23.95,19.945,18.44,18.83,18.545,19.1666666666667,18.78,9,9.675,8.6,7.3,8,10
#2047,19.33,29.72,24.92,19.63,19.52,19.06,18.59,17.9733333333333,17.51,7.5,9.2,7,6.3,9,8.8
#2048,18.69,29.89,25,10.5,2.65,19,19.165,19.3333333333333,17.51,9,9.5,0,7,9,10
#2049,19.58,29.26,22.25,20,18,19.49,16.99,8.39,12.77,10,9.6,9.466666667,7.25,2,8.2
#2050,19.53,29.48,24.83,19.78,19.19,19.58,18.815,18.8066666666667,6,8.8,9.6,9.6,8,10,8.6
#2051,10.99,0,20.95,18.875,0,0,7.84,15.8366666666667,12.01,10,7,5.6,5.4,8,8.8
#2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2053,19.54,29.96,24.83,20,19.69,19.85,17.58,18.1933333333333,17.75,10,10,8.666666667,7.6,6,9
#2054,19.12,29.91,17.83,10.22,19.33,19.51,13.02,0,0,5,0,9.466666667,0,0,0
#2055,19.87,29.48,24.83,20,19.75,17.64,18.74,19,16.82,9,8.357142857,9.3,10,9,10
#2056,19.26,29.58,24.5,20,19.5,17.07,12.24,3.25666666666667,10.78,9,9.8,9.5,7.45,9,8.9
#2057,19.42,27.74,24.33,19.265,15.12,3.11,17.735,15.5666666666667,13.84,9.8,6.1,8.8,6.8,8.2,9.6
#2058,19.04,29.53,23.45,19.775,19.5,19.09,18.175,18.7233333333333,18.41,8,9.4,9.8,8,9,9
#2059,18.78,28.74,25,18.055,17.8,15.72,16.905,17.7866666666667,18.21,8.8,9.6,9.5,7,10,8.6
#2060,18.81,18.38,24.5,19.71,17.42,18.85,11.955,6.47333333333333,0,6.6,8.333333333,6.6,7,7,6.8
#2061,18.14,20.18,20.08,19.065,16.73,16.53,17.135,11.2666666666667,16.29,9,6.933333333,7.3,6.866666667,2,8.466666667
